ICAO	STATION	REGION	COUNTRY	ELEVATION	LATITUDE	LONGITUDE	TIMESTAMP	TEMPERATURE	DEWPOINT	HUMIDITY	VISIBILITY_QUAL	VISIBILITY	WIND_DIR	WIND_DEG	WIND_SPEED	GUST_SPEED
LTAP	Merzifon		Turkey	545.0	40.85	35.583	Tue Apr 06 07:50:00 PDT 2004	19.0	-1.0	25	BEYOND	10000.0	ESE	120	2.5722222222222224	2.5722222222222224
LTCA	Elazig		Turkey	902.0	38.6	39.283	Tue Apr 06 07:50:00 PDT 2004	13.0	-13.0	15	BEYOND	10000.0	E	80	3.6011111111111114	3.6011111111111114
LTBJ	Izmir / Adnan Menderes		Turkey	125.0	38.267	27.15	Tue Apr 06 07:50:00 PDT 2004	16.0	2.0	38	BEYOND	10000.0	SSW	210	5.658888888888889	5.658888888888889
LTCG	Trabzon		Turkey	35.0	41.0	39.717	Tue Apr 06 07:50:00 PDT 2004	12.0	4.0	58	BEYOND	10000.0	ENE	70	3.086666666666667	3.086666666666667
LTAF	Adana / Sakirpasa		Turkey	20.0	36.983	35.3	Tue Apr 06 07:50:00 PDT 2004	21.0	-5.0	17	BEYOND	10000.0	N	359	1.5433333333333334	1.5433333333333334
LTBU	Corlu		Turkey	173.0	41.133	27.917	Tue Apr 06 07:50:00 PDT 2004	17.0	6.0	48	BEYOND	10000.0	SW	220	6.173333333333334	6.173333333333334
LTAI	Antalya		Turkey	50.0	36.7	30.733	Tue Apr 06 07:50:00 PDT 2004	18.0	9.0	55	BEYOND	10000.0	SSE	150	4.115555555555556	4.115555555555556
LTBQ	Topel Tur-Afb		Turkey	50.0	40.733	30.083	Tue Apr 06 07:50:00 PDT 2004	19.0	3.0	34	BEYOND	10000.0	WSW	250	6.687777777777779	6.687777777777779
LTAE	Murted Tur-Afb		Turkey	843.0	40.083	32.567	Tue Apr 06 07:50:00 PDT 2004	17.0	-6.0	20	BEYOND	10000.0	SSW	210	4.115555555555556	4.115555555555556
LTAZ	Nevsehir		Turkey	945.0	38.77	34.542	Tue Apr 06 06:50:00 PDT 2004	17.0	-9.0	16	BEYOND	10000.0	NW	310	4.115555555555556	4.115555555555556
LTAU	Kayseri / Erkilet		Turkey	1053.0	38.783	35.483	Tue Apr 06 07:50:00 PDT 2004	16.0	-13.0	12	BEYOND	10000.0	W	280	2.5722222222222224	2.5722222222222224
LTAT	Malatya / Erhac		Turkey	862.0	38.433	38.083	Tue Apr 06 07:50:00 PDT 2004	14.0	-5.0	26	BEYOND	10000.0	NE	40	2.5722222222222224	2.5722222222222224
LTBL	Izmir / Cigli		Turkey	5.0	38.5	27.017	Tue Apr 06 07:50:00 PDT 2004	18.0	5.0	42	BEYOND	10000.0	SW	220	7.202222222222223	7.202222222222223
LTAD	Ankara / Etimesgut		Turkey	799.0	39.95	32.683	Tue Apr 06 07:50:00 PDT 2004	18.0	-10.0	14	BEYOND	10000.0	SW	230	4.630000000000001	4.630000000000001
LTAG	Adana / Incirlik		Turkey	73.0	37.0	35.417	Tue Apr 06 07:50:00 PDT 2004	21.0	-3.0	19	BEYOND	10000.0	N	0	1.5433333333333334	1.5433333333333334
LTFE	Bodrum Milas Airport		Turkey	6.0	37.248	27.682	Tue Apr 06 07:50:00 PDT 2004	17.0	7.0	51	BEYOND	10000.0	W	280	6.687777777777779	6.687777777777779
LTCI	Van		Turkey	1667.0	38.45	43.317	Tue Apr 06 07:50:00 PDT 2004	5.0	-6.0	45	BEYOND	10000.0	N	0	0.0	0.0
LTCD	Erzincan		Turkey	1156.0	39.733	39.5	Tue Apr 06 07:50:00 PDT 2004	13.0	-8.0	22	BEYOND	10000.0	N	359	1.028888888888889	1.028888888888889
LTAJ	Gaziantep		Turkey	701.0	37.083	37.367	Tue Apr 06 06:50:00 PDT 2004	15.0	2.0	41	BEYOND	10000.0	SSE	150	2.057777777777778	2.057777777777778
LTCJ	Batman		Turkey	540.0	37.867	41.167	Tue Apr 06 07:50:00 PDT 2004	16.0	-4.0	25	BEYOND	10000.0	NW	320	3.6011111111111114	3.6011111111111114
LTCC	Diyarbakir		Turkey	686.0	37.883	40.183	Tue Apr 06 07:50:00 PDT 2004	14.0	-6.0	24	BEYOND	10000.0	ENE	60	2.057777777777778	2.057777777777778
LTAB	Ankara / Guvercin Lik		Turkey	819.0	39.933	32.75	Tue Apr 06 07:50:00 PDT 2004	18.0	-9.0	15	BEYOND	10000.0	SW	230	4.115555555555556	4.115555555555556
LTBI	Eskisehir		Turkey	785.0	39.783	30.567	Tue Apr 06 07:50:00 PDT 2004	19.0	-6.0	18	BEYOND	10000.0	WSW	240	6.173333333333334	6.173333333333334
LTCF	Kars		Turkey	1775.0	40.6	43.083	Tue Apr 06 07:50:00 PDT 2004	5.0	-7.0	41	BEYOND	10000.0	S	190	9.774444444444445	9.774444444444445
LTBS	Dalaman		Turkey	7.0	36.7	28.783	Tue Apr 06 07:50:00 PDT 2004	17.0	8.0	55	BEYOND	10000.0	SW	220	4.115555555555556	4.115555555555556
LTAN	Konya		Turkey	1032.0	37.967	32.55	Tue Apr 06 07:50:00 PDT 2004	17.0	-6.0	20	BEYOND	10000.0	E	100	2.057777777777778	2.057777777777778
LTBA	Istanbul / Ataturk		Turkey	48.0	40.967	28.817	Tue Apr 06 07:50:00 PDT 2004	16.0	4.0	44	BEYOND	10000.0	WSW	240	4.630000000000001	4.630000000000001
UTAA	Ashgabat		Turkmenistan	NaN	37.983	58.367	Tue Apr 06 10:00:00 PDT 2004	9.0	6.0	81	BEYOND	10000.0	SSE	150	4.0	4.0
NGFU	Funafuti		Tuvalu	1.0	-8.517	179.217	Tue Apr 06 05:00:00 PDT 2004	28.0	25.0	83	BEYOND	10000.0	N	10	1.5433333333333334	1.5433333333333334
UKHH	Kharkiv		Ukraine	154.0	49.967	36.133	Tue Apr 06 10:30:00 PDT 2004	11.0	2.0	53	BEYOND	10000.0	SSE	150	2.0	2.0
UKOO	Odesa		Ukraine	42.0	46.433	30.767	Tue Apr 06 10:30:00 PDT 2004	9.0	6.0	81	AT	6000.0	S	170	3.0	3.0
UKDR	Krivyy Rih / Dnipropetrovs'k		Ukraine	NaN	48.05	33.22	Tue Apr 06 10:30:00 PDT 2004	9.0	7.0	87	BEYOND	10000.0	SSW	210	5.0	5.0
UKLL	L'Viv		Ukraine	319.0	49.817	23.95	Tue Apr 06 10:30:00 PDT 2004	9.0	2.0	61	BEYOND	10000.0	SW	230	2.0	2.0
UKDD	Dnipropetrovs'k		Ukraine	NaN	48.533	34.667	Tue Apr 06 10:30:00 PDT 2004	12.0	0.0	43	BEYOND	10000.0	SSW	200	5.0	5.0
UKKK	Kyiv		Ukraine	166.0	50.4	30.567	Tue Apr 06 10:30:00 PDT 2004	9.0	3.0	66	BEYOND	10000.0	W	260	5.0	5.0
UKBB	Boryspil		Ukraine	121.0	50.333	30.967	Tue Apr 06 10:30:00 PDT 2004	9.0	4.0	71	BEYOND	10000.0	WSW	250	5.0	5.0
UKFF	Simferopol		Ukraine	180.0	44.683	34.133	Tue Apr 06 10:30:00 PDT 2004	11.0	3.0	57	BEYOND	10000.0	S	190	5.0	5.0
UKCC	Donetsk		Ukraine	NaN	48.083	37.75	Tue Apr 06 10:30:00 PDT 2004	9.0	-1.0	49	BEYOND	10000.0	S	190	4.0	4.0
OMRK	Ras Al Khaimah International Airport		United Arab Emirates	31.0	25.617	55.933	Tue Apr 06 10:00:00 PDT 2004	26.0	18.0	61	BEYOND	10000.0	WNW	290	1.028888888888889	1.028888888888889
OMAA	Abu Dhabi International Airport		United Arab Emirates	16.0	24.433	54.65	Tue Apr 06 10:00:00 PDT 2004	25.0	20.0	73	BEYOND	10000.0	WNW	300	2.5722222222222224	2.5722222222222224
OMSJ	Sharjah International Airport		United Arab Emirates	35.0	25.333	55.517	Tue Apr 06 10:00:00 PDT 2004	26.0	18.0	61	BEYOND	10000.0	W	260	3.6011111111111114	3.6011111111111114
OMFJ	Fujairah		United Arab Emirates	28.0	25.1	56.333	Tue Apr 06 10:00:00 PDT 2004	32.0	17.0	40	BEYOND	10000.0	NW	310	7.202222222222223	7.202222222222223
OMDB	Dubai International Airport		United Arab Emirates	8.0	25.25	55.333	Tue Apr 06 10:00:00 PDT 2004	26.0	17.0	57	BEYOND	10000.0	W	270	5.658888888888889	5.658888888888889
OMAL	Al Ain International Airport		United Arab Emirates	265.0	24.267	55.6	Tue Apr 06 10:00:00 PDT 2004	27.0	16.0	50	BEYOND	10000.0	NW	310	2.5722222222222224	2.5722222222222224
EGVO	Odiham		United Kingdom	123.0	51.233	-0.95	Tue Apr 06 07:50:00 PDT 2004	5.0	3.0	87	BEYOND	10000.0	WNW	300	2.5722222222222224	2.5722222222222224
EGNV	Tees-Side		United Kingdom	37.0	54.517	-1.417	Tue Apr 06 07:50:00 PDT 2004	9.0	3.0	66	BEYOND	10000.0	NNE	20	6.687777777777779	6.687777777777779
EGLF	Farnborough		United Kingdom	65.0	51.283	-0.767	Tue Apr 06 10:20:00 PDT 2004	7.0	5.0	87	BEYOND	10000.0	NW	310	4.115555555555556	4.115555555555556
EGPN	Dundee / Riverside		United Kingdom	4.0	56.45	-3.017	Tue Apr 06 09:50:00 PDT 2004	9.0	3.0	66	BEYOND	10000.0	NNW	330	3.086666666666667	3.086666666666667
EGDX	St Athan Royal Air Force Base		United Kingdom	50.0	51.4	-3.433	Tue Apr 06 07:50:00 PDT 2004	9.0	3.0	66	BEYOND	10000.0	NW	310	8.745555555555557	8.745555555555557
EGPA	Kirkwall Airport		United Kingdom	21.0	58.95	-2.9	Tue Apr 06 10:20:00 PDT 2004	6.0	2.0	75	BEYOND	10000.0	NNW	330	7.202222222222223	7.202222222222223
EGTE	Exeter Airport		United Kingdom	30.0	50.733	-3.417	Tue Apr 06 10:20:00 PDT 2004	9.0	2.0	61	BEYOND	10000.0	NNW	330	8.231111111111112	13.375555555555557
EGUN	Mildenhall Royal Air Force Base		United Kingdom	10.0	52.367	0.483	Tue Apr 06 09:26:00 PDT 2004	7.0	4.0	81	BEYOND	10000.0	N	10	3.086666666666667	5.144444444444445
EGNC	Carlisle		United Kingdom	26.0	54.933	-2.95	Mon Apr 05 09:50:00 PDT 2004	7.0	3.0	75	AT	8000.0	W	270	9.260000000000002	9.260000000000002
EGAC	Belfast / Harbour		United Kingdom	5.0	54.6	-5.883	Tue Apr 06 07:50:00 PDT 2004	8.0	1.0	61	BEYOND	10000.0	NNW	340	7.716666666666667	13.375555555555557
EGVA	Fairford Royal Air Force Base		United Kingdom	87.0	51.683	-1.783	Tue Apr 06 08:05:00 PDT 2004	7.0	3.0	75	BEYOND	10000.0	NNW	340	5.658888888888889	5.658888888888889
EGLC	London City Airport		United Kingdom	5.0	51.5	-0.5	Tue Apr 06 07:50:00 PDT 2004	6.0	5.0	93	BEYOND	10000.0	W	270	5.144444444444445	5.144444444444445
EGPL	Benbecula		United Kingdom	6.0	57.467	-7.367	Tue Apr 06 07:50:00 PDT 2004	10.0	3.0	61	BEYOND	10000.0	N	0	9.260000000000002	9.260000000000002
EGPE	Inverness / Dalcross		United Kingdom	9.0	57.533	-4.05	Tue Apr 06 10:20:00 PDT 2004	7.0	3.0	75	BEYOND	10000.0	NNW	330	5.658888888888889	5.658888888888889
EGBE	Coventry Airport		United Kingdom	82.0	52.367	-1.483	Tue Apr 06 10:20:00 PDT 2004	7.0	3.0	75	BEYOND	10000.0	NNW	330	6.687777777777779	11.832222222222223
EGQS	Lossiemouth		United Kingdom	13.0	57.717	-3.317	Tue Apr 06 07:50:00 PDT 2004	8.0	5.0	81	BEYOND	10000.0	NNW	340	9.774444444444445	9.774444444444445
EGHD	Plymouth / Roborough		United Kingdom	25.0	50.417	-4.117	Tue Apr 06 10:20:00 PDT 2004	8.0	3.0	70	BEYOND	10000.0	NW	320	9.260000000000002	14.91888888888889
EGHI	Southampton / Weather Centre		United Kingdom	9.0	50.9	-1.4	Tue Apr 06 07:50:00 PDT 2004	9.0	3.0	66	BEYOND	10000.0	WNW	300	7.202222222222223	7.202222222222223
EGXU	Linton-On-Ouse		United Kingdom	16.0	54.05	-1.25	Tue Apr 06 07:50:00 PDT 2004	7.0	4.0	81	BEYOND	10000.0	NNW	340	5.658888888888889	5.658888888888889
EGAA	Belfast / Aldergrove Airport		United Kingdom	81.0	54.65	-6.217	Tue Apr 06 07:50:00 PDT 2004	9.0	3.0	66	BEYOND	10000.0	NNW	340	6.173333333333334	11.317777777777778
EGWU	Northolt		United Kingdom	38.0	51.55	-0.417	Tue Apr 06 09:50:00 PDT 2004	6.0	3.0	81	BEYOND	10000.0	NW	310	3.086666666666667	3.086666666666667
EGAE	Eglinton / Londonderr		United Kingdom	9.0	55.05	-7.15	Tue Apr 06 10:20:00 PDT 2004	9.0	5.0	76	BEYOND	10000.0	N	10	7.202222222222223	7.202222222222223
EGUY	Wyton Royal Air Force Base		United Kingdom	41.0	52.35	-0.117	Tue Apr 06 07:50:00 PDT 2004	8.0	5.0	81	BEYOND	10000.0	NW	320	7.202222222222223	7.202222222222223
EGUB	Benson		United Kingdom	63.0	51.617	-1.083	Tue Apr 06 09:50:00 PDT 2004	8.0	4.0	76	BEYOND	10000.0	NW	310	6.173333333333334	6.173333333333334
EGYM	Marham		United Kingdom	23.0	52.65	0.567	Tue Apr 06 07:50:00 PDT 2004	4.0	3.0	93	AT	4000.0	N	350	5.658888888888889	5.658888888888889
EGSS	Stansted Airport		United Kingdom	106.0	51.883	0.233	Tue Apr 06 10:20:00 PDT 2004	5.0	3.0	87	BEYOND	10000.0	N	0	5.144444444444445	5.144444444444445
EGNT	Newcastle		United Kingdom	81.0	55.033	-1.7	Tue Apr 06 07:50:00 PDT 2004	8.0	3.0	70	BEYOND	10000.0	N	10	7.202222222222223	7.202222222222223
EGTG	Filton Private		United Kingdom	69.0	51.517	-2.583	Tue Apr 06 09:20:00 PDT 2004	8.0	2.0	66	AT	8000.0	NW	310	4.115555555555556	4.115555555555556
EGXW	Waddington		United Kingdom	68.0	53.167	-0.517	Tue Apr 06 07:50:00 PDT 2004	7.0	4.0	81	BEYOND	10000.0	NW	320	4.115555555555556	4.115555555555556
EGNH	Blackpool Airport		United Kingdom	10.0	53.767	-3.033	Tue Apr 06 10:20:00 PDT 2004	9.0	3.0	66	BEYOND	10000.0	NW	310	5.144444444444445	5.144444444444445
EGOP	Pembrey Sands		United Kingdom	3.0	51.717	-4.367	Tue Apr 06 07:50:00 PDT 2004	8.0	3.0	70	BEYOND	10000.0	NNW	340	11.832222222222223	11.832222222222223
EGKA	Shoreham Airport		United Kingdom	2.0	50.833	-0.283	Tue Apr 06 09:50:00 PDT 2004	6.0	4.0	87	BEYOND	10000.0	WNW	290	3.6011111111111114	3.6011111111111114
EGDR	Culdrose		United Kingdom	78.0	50.083	-5.25	Tue Apr 06 07:50:00 PDT 2004	10.0	7.0	81	BEYOND	10000.0	WNW	290	13.375555555555557	21.092222222222222
EGBB	Birmingham / Airport		United Kingdom	99.0	52.45	-1.733	Tue Apr 06 10:20:00 PDT 2004	7.0	4.0	81	AT	9000.0	NW	320	7.202222222222223	7.202222222222223
EGCC	Manchester Airport		United Kingdom	69.0	53.35	-2.283	Tue Apr 06 10:20:00 PDT 2004	7.0	2.0	70	BEYOND	10000.0	NNW	340	5.658888888888889	5.658888888888889
EGDY	Yeovilton		United Kingdom	23.0	51.0	-2.633	Tue Apr 06 09:50:00 PDT 2004	8.0	3.0	70	BEYOND	10000.0	WNW	300	8.745555555555557	8.745555555555557
EGYW	Wainfleet		United Kingdom	3.0	53.083	0.267	Tue Apr 06 07:50:00 PDT 2004	6.0	4.0	87	BEYOND	10000.0	N	350	3.6011111111111114	3.6011111111111114
EGUL	Lakenheath Royal Air Force Base		United Kingdom	10.0	52.417	0.567	Tue Apr 06 10:08:00 PDT 2004	8.0	5.0	81	BEYOND	10000.0	NW	320	5.144444444444445	5.144444444444445
EGYD	Cranwell		United Kingdom	67.0	53.033	-0.5	Tue Apr 06 09:50:00 PDT 2004	5.0	3.0	87	AT	8000.0	NNE	30	5.658888888888889	5.658888888888889
EGPK	Prestwick Airport		United Kingdom	20.0	55.5	-4.583	Tue Apr 06 10:20:00 PDT 2004	10.0	5.0	71	BEYOND	10000.0	WNW	300	9.260000000000002	9.260000000000002
EGSH	Norwich Weather Centre		United Kingdom	14.0	52.633	1.3	Tue Apr 06 10:20:00 PDT 2004	8.0	5.0	81	BEYOND	10000.0	NNW	340	3.6011111111111114	3.6011111111111114
EGQL	Leuchars		United Kingdom	12.0	56.383	-2.867	Tue Apr 06 07:50:00 PDT 2004	9.0	4.0	71	BEYOND	10000.0	NNE	30	4.630000000000001	4.630000000000001
EGGW	Luton Airport		United Kingdom	160.0	51.867	-0.367	Tue Apr 06 07:50:00 PDT 2004	3.0	2.0	93	AT	4500.0	NNW	340	9.774444444444445	15.433333333333334
EGPF	Glasgow Airport		United Kingdom	8.0	55.867	-4.433	Tue Apr 06 10:20:00 PDT 2004	11.0	2.0	53	BEYOND	10000.0	N	0	4.115555555555556	4.115555555555556
EGNR	Hawarden		United Kingdom	10.0	53.167	-2.983	Tue Apr 06 08:50:00 PDT 2004	9.0	4.0	71	BEYOND	10000.0	NW	320	11.317777777777778	16.462222222222223
EGYC	Coltishall		United Kingdom	20.0	52.433	1.35	Tue Apr 06 09:50:00 PDT 2004	8.0	3.0	70	BEYOND	10000.0	NNW	330	5.144444444444445	5.144444444444445
EGUW	Wattisham		United Kingdom	87.0	52.117	0.967	Tue Apr 06 07:50:00 PDT 2004	7.0	3.0	75	BEYOND	10000.0	NW	310	6.687777777777779	6.687777777777779
EGSC	Cambridge		United Kingdom	15.0	52.2	0.183	Tue Apr 06 09:50:00 PDT 2004	6.0	5.0	93	AT	9000.0	NNE	20	2.5722222222222224	2.5722222222222224
EGNS	Isle Of Man / Ronaldsway Airport		United Kingdom	17.0	54.083	-4.633	Tue Apr 06 07:50:00 PDT 2004	10.0	4.0	66	BEYOND	10000.0	NNW	340	11.317777777777778	16.976666666666667
EGXJ	Cottesmore		United Kingdom	138.0	52.733	-0.65	Tue Apr 06 07:50:00 PDT 2004	8.0	2.0	66	BEYOND	10000.0	NW	320	6.687777777777779	6.687777777777779
EGOV	Valley		United Kingdom	1.0	53.25	-4.533	Tue Apr 06 09:50:00 PDT 2004	9.0	4.0	71	BEYOND	10000.0	N	350	10.803333333333335	10.803333333333335
EGLL	London / Heathrow Airport		United Kingdom	24.0	51.483	-0.45	Tue Apr 06 10:20:00 PDT 2004	7.0	4.0	81	BEYOND	10000.0	NW	320	3.086666666666667	3.086666666666667
EGTC	Cranfield		United Kingdom	111.0	52.067	-0.617	Tue Apr 06 08:50:00 PDT 2004	7.0	3.0	75	AT	8000.0	WNW	290	7.202222222222223	7.202222222222223
EGXC	Coningsby Royal Air Force Base		United Kingdom	7.0	53.083	-0.167	Tue Apr 06 09:50:00 PDT 2004	6.0	4.0	87	BEYOND	10000.0	WNW	300	2.057777777777778	2.057777777777778
EGVP	Middle Wallop		United Kingdom	91.0	51.15	-1.567	Tue Apr 06 07:50:00 PDT 2004	7.0	3.0	75	BEYOND	10000.0	NNW	340	8.231111111111112	8.231111111111112
EGJJ	Jersey Airport		United Kingdom	84.0	49.217	-2.2	Tue Apr 06 10:20:00 PDT 2004	9.0	4.0	71	AT	8000.0	NW	310	11.832222222222223	11.832222222222223
EGPU	Tiree		United Kingdom	12.0	56.5	-6.883	Tue Apr 06 06:50:00 PDT 2004	9.0	6.0	81	BEYOND	10000.0	N	0	11.317777777777778	11.317777777777778
EGJB	Guernsey Airport		United Kingdom	102.0	49.433	-2.6	Tue Apr 06 10:20:00 PDT 2004	6.0	5.0	93	BEYOND	10000.0	NW	320	8.231111111111112	8.231111111111112
EGMC	Southend-On-Sea		United Kingdom	15.0	51.567	0.7	Tue Apr 06 10:20:00 PDT 2004	7.0	2.0	70	BEYOND	10000.0	WNW	300	3.6011111111111114	3.6011111111111114
EGHH	Bournemouth Airport		United Kingdom	11.0	50.783	-1.833	Tue Apr 06 10:20:00 PDT 2004	6.0	4.0	87	BEYOND	10000.0	N	350	6.173333333333334	6.173333333333334
EGMH	Manston, South East		United Kingdom	55.0	51.342	1.346	Tue Apr 06 10:20:00 PDT 2004	7.0	4.0	81	BEYOND	10000.0	W	280	4.630000000000001	4.630000000000001
EGGD	Bristol / Lulsgate		United Kingdom	189.0	51.383	-2.717	Tue Apr 06 06:50:00 PDT 2004	8.0	3.0	70	BEYOND	10000.0	WNW	290	7.716666666666667	7.716666666666667
EGNX	East Midlands		United Kingdom	94.0	52.833	-1.333	Tue Apr 06 07:50:00 PDT 2004	8.0	5.0	81	BEYOND	10000.0	WNW	300	4.630000000000001	4.630000000000001
EGNM	Leeds And Bradford		United Kingdom	208.0	53.867	-1.65	Tue Apr 06 07:50:00 PDT 2004	8.0	2.0	66	BEYOND	10000.0	NNE	20	5.658888888888889	5.658888888888889
EGDL	Lyneham		United Kingdom	145.0	51.5	-1.983	Tue Apr 06 09:50:00 PDT 2004	5.0	3.0	87	BEYOND	10000.0	NW	320	4.630000000000001	4.630000000000001
EGXD	Disforth		United Kingdom	36.0	54.133	-1.417	Tue Apr 06 07:50:00 PDT 2004	7.0	3.0	75	BEYOND	10000.0	N	10	4.630000000000001	4.630000000000001
EGDM	Boscombe Down		United Kingdom	124.0	51.167	-1.75	Tue Apr 06 09:50:00 PDT 2004	7.0	3.0	75	BEYOND	10000.0	NNW	330	7.202222222222223	7.202222222222223
EGPC	Wick		United Kingdom	39.0	58.45	-3.083	Tue Apr 06 10:20:00 PDT 2004	6.0	2.0	75	BEYOND	10000.0	NW	320	6.173333333333334	6.173333333333334
EGHE	Scilly, Saint Mary'S		United Kingdom	31.0	49.917	-6.3	Tue Apr 06 09:50:00 PDT 2004	9.0	4.0	71	BEYOND	10000.0	NNW	340	9.260000000000002	9.260000000000002
EGFF	Cardiff-Wales Airport		United Kingdom	67.0	51.4	-3.35	Tue Apr 06 07:50:00 PDT 2004	7.0	4.0	81	BEYOND	10000.0	NW	320	8.231111111111112	8.231111111111112
EGGP	Liverpool Airport		United Kingdom	26.0	53.333	-2.85	Tue Apr 06 07:50:00 PDT 2004	10.0	3.0	61	BEYOND	10000.0	NW	320	11.317777777777778	16.976666666666667
EGKB	Biggin Hill		United Kingdom	183.0	51.317	0.033	Tue Apr 06 10:20:00 PDT 2004	5.0	3.0	87	AT	8000.0	WNW	300	4.115555555555556	4.115555555555556
EGOD	Llanbedr		United Kingdom	9.0	52.817	-4.133	Tue Apr 06 07:50:00 PDT 2004	9.0	2.0	61	BEYOND	10000.0	NNW	340	11.832222222222223	11.832222222222223
EGVN	Brize Norton		United Kingdom	88.0	51.75	-1.583	Tue Apr 06 09:50:00 PDT 2004	8.0	2.0	66	BEYOND	10000.0	NW	320	5.658888888888889	5.658888888888889
EGXZ	Topcliffe Royal Air Force Base		United Kingdom	28.0	54.2	-1.383	Tue Apr 06 07:50:00 PDT 2004	8.0	4.0	76	BEYOND	10000.0	N	0	7.716666666666667	7.716666666666667
EGXT	Wittering		United Kingdom	84.0	52.617	-0.467	Tue Apr 06 09:50:00 PDT 2004	6.0	4.0	87	BEYOND	10000.0	N	350	3.6011111111111114	3.6011111111111114
EGBJ	Staverton Private		United Kingdom	29.0	51.9	-2.167	Tue Apr 06 09:50:00 PDT 2004	9.0	3.0	66	BEYOND	10000.0	NNW	330	7.202222222222223	12.861111111111112
EGXE	Leeming		United Kingdom	40.0	54.3	-1.533	Tue Apr 06 07:50:00 PDT 2004	7.0	3.0	75	BEYOND	10000.0	NNW	340	5.658888888888889	5.658888888888889
EGPM	Scatsa / Shetland Island		United Kingdom	22.0	60.433	-1.3	Tue Apr 06 07:50:00 PDT 2004	6.0	5.0	93	AT	9000.0	N	10	3.6011111111111114	3.6011111111111114
EGNJ	Humberside		United Kingdom	31.0	53.583	-0.35	Tue Apr 06 10:20:00 PDT 2004	8.0	5.0	81	BEYOND	10000.0	N	0	3.6011111111111114	3.6011111111111114
EGWC	Cosford Royal Air Force Base		United Kingdom	83.0	52.633	-2.3	Tue Apr 06 07:50:00 PDT 2004	7.0	1.0	65	BEYOND	10000.0	NW	320	7.202222222222223	7.202222222222223
EGPH	Edinburgh Airport		United Kingdom	41.0	55.95	-3.35	Tue Apr 06 10:20:00 PDT 2004	9.0	4.0	71	BEYOND	10000.0	NNW	340	5.658888888888889	5.658888888888889
EGKK	London / Gatwick Airport		United Kingdom	62.0	51.15	-0.183	Tue Apr 06 10:20:00 PDT 2004	7.0	3.0	75	BEYOND	10000.0	WNW	300	5.658888888888889	5.658888888888889
EGOM	Spadeadam		United Kingdom	325.0	55.05	-2.55	Tue Apr 06 05:50:00 PDT 2004	6.0	5.0	93	BEYOND	10000.0	N	350	4.115555555555556	4.115555555555556
EGJA	Alderney / Channel Island		United Kingdom	71.0	49.717	-2.2	Tue Apr 06 10:20:00 PDT 2004	7.0	4.0	81	BEYOND	10000.0	NW	320	9.774444444444445	9.774444444444445
EGQK	Kinloss		United Kingdom	7.0	57.65	-3.567	Tue Apr 06 07:50:00 PDT 2004	7.0	4.0	81	BEYOND	10000.0	N	350	8.745555555555557	8.745555555555557
EGOS	Shawbury		United Kingdom	76.0	52.8	-2.667	Tue Apr 06 07:50:00 PDT 2004	8.0	1.0	61	BEYOND	10000.0	NW	320	9.260000000000002	16.462222222222223
EGPB	Sumburgh Cape		United Kingdom	5.0	59.883	-1.3	Tue Apr 06 07:50:00 PDT 2004	8.0	4.0	76	BEYOND	10000.0	NNW	330	8.231111111111112	8.231111111111112
EGPD	Aberdeen / Dyce		United Kingdom	65.0	57.2	-2.217	Tue Apr 06 07:50:00 PDT 2004	8.0	3.0	70	BEYOND	10000.0	N	350	8.231111111111112	8.231111111111112
EGPO	Stornoway		United Kingdom	9.0	58.217	-6.317	Tue Apr 06 10:20:00 PDT 2004	7.0	4.0	81	BEYOND	10000.0	N	0	12.346666666666668	12.346666666666668
EGDG	Saint Mawgan		United Kingdom	119.0	50.433	-5.0	Tue Apr 06 09:50:00 PDT 2004	9.0	3.0	66	BEYOND	10000.0	NW	320	10.803333333333335	10.803333333333335
EGXG	Church Fenton		United Kingdom	9.0	53.833	-1.2	Tue Apr 06 06:50:00 PDT 2004	8.0	3.0	70	BEYOND	10000.0	N	350	7.716666666666667	12.861111111111112
PATC	Tin City Airways Facilities Sector	AK	United States	83.0	65.567	-167.917	Tue Apr 06 09:55:00 PDT 2004	-17.0	-19.0	85	AT	1609.344	NNE	20	18.520000000000003	18.520000000000003
KELM	Elmira, Elmira / Corning Regional Airport	NY	United States	291.0	42.156	-76.903	Tue Apr 06 09:53:00 PDT 2004	6.7	-13.3	22	BEYOND	10000.0	W	280	4.630000000000001	4.630000000000001
KMOX	Morris Municipal Automatic Weather Observing / Reporting System	MN	United States	344.0	45.567	-95.967	Tue Apr 06 10:35:00 PDT 2004	16.0	3.0	41	BEYOND	10000.0	N	0	4.115555555555556	7.202222222222223
KDKB	De Kalb, De Kalb Taylor Municipal Airport	IL	United States	279.0	41.932	-88.708	Tue Apr 06 10:25:00 PDT 2004	17.0	5.0	45	BEYOND	10000.0	WSW	240	7.202222222222223	10.28888888888889
KBDR	Bridgeport, Sikorsky Memorial Airport	CT	United States	3.0	41.158	-73.129	Tue Apr 06 07:54:00 PDT 2004	7.0	-11.0	26	BEYOND	10000.0	NNW	330	7.716666666666667	10.28888888888889
KARR	Aurora, Aurora Municipal Airport	IL	United States	215.0	41.77	-88.481	Tue Apr 06 09:53:00 PDT 2004	17.2	5.6	46	BEYOND	10000.0	SW	230	5.144444444444445	9.260000000000002
